Intent,Expression
fav_location_for_holiday,which is the name of your favourite holiday for you to visit
fav_location_for_holiday,can you please tell me your favourite holiday for you to visit
fav_location_for_holiday,please tell me your favourite holiday for you to visit
fav_location_for_holiday,tell me the name of your favourite holiday for you to visit
fav_location_for_holiday,what holiday for you to visit you like the most
fav_location_for_holiday,name of the holiday for you to visit you like the most
fav_location_for_holiday,which holiday for you to visit is your favourite
fav_location_for_holiday,please tell me the holiday for you to visit which is your favourite
fav_location_for_holiday,can you please tell me name of your favourite holiday for you to visit
fav_location_for_holiday,what is name of your favourite holiday for you to visit
fav_location_for_holiday,tell me your favourite holiday for you to visit
fav_location_for_holiday,whats your favourite holiday for you to visit
fav_location_for_holiday,best place you like to visit
fav_location_for_holiday,what may be the most supported region to visit for an event
fav_location_for_holiday,would you have the capacity to please uncover to me where you get a kick out of the opportunity to visit for an event
fav_location_for_holiday,where do you get a kick out of the opportunity to visit for an event
fav_location_for_holiday,what is the place you get a kick out of the opportunity to visit for an event
fav_location_for_holiday,what is the territory you get a kick out of the opportunity to visit for an event
fav_location_for_holiday,what is the territory you need to visit for an event
fav_location_for_holiday,what is the zone you get a kick out of the chance to go for an event
fav_location_for_holiday,what is the place you jump at the chance to go for an event
fav_location_for_holiday,what is the setting you get a kick out of the chance to go for an event
fav_location_for_holiday,what is the scene you get a kick out of the opportunity to go for an event
fav_location_for_holiday,place where you would like to visit for holiday
fav_location_for_holiday,your favourite holiday destination
fav_location_for_holiday,which is your favourite destination
fav_movie,which is your favorite film
fav_movie,which is your favorite movie
fav_movie,which is the name of your favorite movie
fav_movie,can you please tell me your favorite movie
fav_movie,please tell me your favorite movie
fav_movie,tell me the name of your favorite movie
fav_movie,what movie you like the most
fav_movie,name of the movie you like the most
fav_movie,which movie is your favorite
fav_movie,please tell me the movie which is your favorite
fav_movie,can you please tell me name of your favorite movie
fav_movie,what is name of your favorite movie
fav_movie,tell me your favorite movie
fav_movie,whats your favorite movie
fav_movie,your favorite movie
fav_movie,which is your favourite movie
fav_movie,which is the name of your favourite movie
fav_movie,can you please tell me your favourite movie
fav_movie,please tell me your favourite movie
fav_movie,tell me the name of your favourite movie
fav_movie,which movie is your favourite
fav_movie,please tell me the movie which is your favourite
fav_movie,can you please tell me name of your favourite movie
fav_movie,what is name of your favourite movie
fav_movie,tell me your favourite movie
fav_movie,whats your favourite movie
fav_movie,your favourite movie
fav_movie,what what are your favourite movies
fav_movie,which movie u like seeing the most
fav_musician,no boy
fav_musician,can you please tell me name of your favored musician
fav_musician,what is the name of your favourite musician
fav_musician,what is the name of your favored musician
fav_musician,can you please tell me name of your favourite musician
fav_musician,please tell me your favourite musician
fav_musician,tell me the name of your favourite musician
fav_musician,what movie musician you like the most
fav_musician,name of the album you like the musician
fav_musician,which musician is your favourite
fav_musician,who is your favorite musician
fav_musician,what is the name of your favorite musician
fav_musician,can you please tell me name of your favorite musician
fav_musician,please tell me your favorite musician
fav_musician,tell me the name of your favorite musician
fav_musician,which musician is your favorite
fav_musician,which musician you like the most
fav_musician,what is the name of your most cherished entertainer
fav_musician,what is the name of your favored craftsman
fav_musician,would you have the capacity to please unveil to me name of your most adored craftsman
fav_musician,you should uncover to me your most adored entertainer
fav_musician,uncover to me the name of your most adored entertainer
fav_musician,what film craftsman you like the most
fav_musician,name of the accumulation you like the entertainer
fav_musician,which entertainer is your best decision
fav_musician,who is your most cherished entertainer
fav_musician,what is the name of your most adored entertainer
fav_musician,tell me your favourite musician
fav_musician,favourite muscian of yours
future_plans,what will you do in future
future_plans,what you will do in future
future_plans,your future plans
future_plans,have you thought for your future plans
future_plans,do you have any future plan
future_plans,do you have any future plans
future_plans,whats your plan for future
future_plans,tell me your future plans
future_plans,can i know your future plans
future_plans,what are your future plans
future_plans,tell me about your future plans
future_plans,please tell us about your future plans
future_plans,can you please tell me about your future plans
future_plans,please enlighten us with your future plans
future_plans,what you think to do in future
future_plans,how you aspire to spend your future life
future_plans,could you tell us about your future plans
future_plans,please tell us about you upcoming plans
future_plans,what are your forthcoming plans
future_plans,tell me about your forthcoming plans
future_plans,please tell us about your forthcoming plans
future_plans,can you please tell me about your forthcoming plans
future_plans,please enlighten us with your forthcoming plans
future_plans,what you think to do in forthcoming
future_plans,how you aspire to spend your forthcoming life
future_plans,could you tell us about your forthcoming plans
future_plans,what are your prospective plans
future_plans,tell me about your prospective plans
future_plans,please tell us about your prospective plans
future_plans,can you please tell me about your prospective plans
future_plans,please enlighten us with your prospective plans
future_plans,what you think to do in prospective
future_plans,how you aspire to spend your prospective life
future_plans,could you tell us about your prospective plans
future_plans,how you try to consume your future time on earth
future_plans,might you be able to enlighten us concerning your tentative arrangements
future_plans,it would be ideal if you enlighten us concerning you up and coming designs
future_plans,what are your pending plans
future_plans,enlighten me concerning your expected plans
future_plans,if its not too much trouble inform us regarding your approaching designs
future_plans,would you be able to please inform me concerning your anticipated plans
future_plans,if its not too much trouble edify us with your inevitable designs
future_plans,what can you tell me about what you see yourself in future
future_plans,tell me about your future
like_to_do_in_spare_time,what should i do in free time
like_to_do_in_spare_time,what do you do in your free time
like_to_do_in_spare_time,what you do in your free time
like_to_do_in_spare_time,do you play in your free time
like_to_do_in_spare_time,whats your favourite thing you do in your free time
like_to_do_in_spare_time,what do you like doing in your spare time
like_to_do_in_spare_time,what you do in your spare time
like_to_do_in_spare_time,what do you like doing in your unused time
like_to_do_in_spare_time,what is the work you do in your spare time
like_to_do_in_spare_time,what is the work you do in your unused time
like_to_do_in_spare_time,what is the favorite work in your spare time
like_to_do_in_spare_time,what is the favorite work in your unused time
like_to_do_in_spare_time,what you will prefer doing in spare time
like_to_do_in_spare_time,what is the utmost preference thing you like doing in your spare time
like_to_do_in_spare_time,what is the utmost preference thing you like doing in your unused time
like_to_do_in_spare_time,what you will do if you get spare time
like_to_do_in_spare_time,what you always feel to do when you get unused time
like_to_do_in_spare_time,what you will do if you get unused time
like_to_do_in_spare_time,what you always feel to do when you get spare time
like_to_do_in_spare_time,what do you do in your leisure time
like_to_do_in_spare_time,what you do in your leisure time
like_to_do_in_spare_time,do you play in your spare time
like_to_do_in_spare_time,whats your most loved thing you do in your spare time
like_to_do_in_spare_time,what do you like doing in your extra time
like_to_do_in_spare_time,what you do in your extra time
like_to_do_in_spare_time,what is the work you do in your extra time
like_to_do_in_spare_time,what is the most loved work in your extra time
like_to_do_in_spare_time,what you do in free time
like_to_do_in_spare_time,activities you do in free time
what_do_you_do,what do you do or can you please tell me something about yourself
what_do_you_do,what work do you do or please tell me about yourself
what_do_you_do,what is the source of your income or please tell me about you
what_do_you_do,can you please tell me your source of income or please notify me about yourself
what_do_you_do,what is the work to which your are employed or can you please notify me about yourself
what_do_you_do,can you please tell me the work to which you are employed or can you please tell me about you
what_do_you_do,what work you do or can you please tell me something about yourself
what_do_you_do,what work serves as a source of income to you or please tell me about yourself
what_do_you_do,what is your job or please tell me about you
what_do_you_do,can you please tell me the job you do or can you please tell me about you
what_do_you_do,what is your occupation or can you please tell me about yourself
what_do_you_do,what occupation is your source of income or please tell me about yourself
what_do_you_do,can you please tell me your occupation or please notify me about yourself
what_do_you_do,what work are you employed to or can you please tell me something about yourself
what_do_you_do,can you please tell me the work your are employed to or please tell me about yourself
what_do_you_do,what is your job
what_do_you_do,whats your job
what_do_you_do,what is your profession
what_do_you_do,what is the work to which your are utilized or would you be able to please tell me about yourself
what_do_you_do,would you be able to please disclose to me the work to which you are utilized or would you be able to please enlighten me concerning you
what_do_you_do,what work you do or would you be able to please disclose to me something important to you
what_do_you_do,what work fills in as a wellspring of pay to you or please inform me concerning yourself
what_do_you_do,what is your activity or please inform me concerning you
what_do_you_do,would you be able to please reveal to me the activity you do or would you be able to please inform me concerning you
what_do_you_do,what is your occupation or would you be able to please enlighten me regarding yourself
what_do_you_do,what occupation is your wellspring of salary or please educate me concerning yourself
what_do_you_do,would you be able to please reveal to me your occupation or please tell me about yourself
what_do_you_do,what work are you utilized to or would you be able to please reveal to me something important to you
your_are_beautiful,beautiful
your_are_beautiful,are you beautiful
your_are_beautiful,you are beautiful
your_are_beautiful,you look so beautiful
your_are_beautiful,you are loo beautiful
your_are_beautiful,you are loo wonderful
your_are_beautiful,you are loo fabulous
your_are_beautiful,you are loo good
your_are_beautiful,you are loo preety
your_are_beautiful,you are loo nice
your_are_beautiful,you are so beautiful
your_are_beautiful,you are so wonderful
your_are_beautiful,you are so fabulous
your_are_beautiful,you are so good
your_are_beautiful,you are so pretty
your_are_beautiful,you are so nice
your_are_beautiful,you are a beautiful lady
your_are_beautiful,you are a wonderful lady
your_are_beautiful,you are a fabulous lady
your_are_beautiful,you are a good lady
your_are_beautiful,you are a preety lady
your_are_beautiful,you are a nice lady
your_are_beautiful,you are a beautiful girl
your_are_beautiful,you are a wonderful girl
your_are_beautiful,you are a fabulous girl
your_are_beautiful,you are a good girl
your_are_beautiful,you are a preety girl
your_are_beautiful,you are a nice girl
your_are_beautiful,you are getting cheeky
your_school,your school name
your_school,which school did you study
your_school,where you have done your schooling
your_school,which is the school you have studied
your_school,what is the name of the school you have attended
your_school,where did you do your schooling
your_school,what is the name of the school you have taken
your_school,which is the school you have been associated
your_school,what is the name of the school you have been associated
your_school,which is the school you have visited
your_school,what is the name of the school you have visited
your_school,what is the name of the institute you have visited during schooling
your_school,what is the name of the institute you have been associated during schooling
your_school,what is the name of the institute you have been taken during schooling
your_school,what is the name of the institute you have been attended during schooling
your_school,are you educated
your_school,are you literate
your_school,school in which you have studied
your_school,tell me about your schooling
your_school,you studied in which school
your_school,where your schooling happens
your_school,name of school you have studied in
your_school,you have been associated with which school
your_school,school name you have attended
your_school,you have visited which school
your_school,are you done with your school
your_school,institute name in which you have studied
your_school,institute name you have been associated with
your_school,your schooling happened in which institute
your_school,are you associated with any institute during your schooling
your_school,are you well educated
your_school,are you iliterate
your_school,where did you study
your_school,where did you complete your studies
your_school,in which school did you study
your_school,where have you done your schooling from
your_school,which school did you attend
your_school,you were affiliated to which school
your_school,what was the school that you went into
your_school,you were affiliated to which college
your_school,in which school have you done your schooling
your_school,which is the school that you had taken admission into
your_school,which is the college that you had taken admission into
your_school,which is the college that you got yourself admitted into
your_school,which is the school that you got yourself admitted into
your_school,anamika which college you studied in
your_school,neemika which school did you attend
your_school,from where you obtained your schooling
your_school,which college are you affiliated to
your_school,which was the school that you attended
your_school,what is your education
your_school,how much have you studied what is your education
your_school,school that you got yourself conceded into
your_school,you got yourself conceded into which school
your_school,which school you examined in
your_school,which school did you go to
your_school,from where you got your tutoring
your_school,which school are you associated to
your_school,which was the school that you went to
your_school,what is your training
your_school,what amount have you considered what is your training
your_school,school where did you study
your_school,what is your school name
maths_related,how good are you in maths
maths_related,how is your maths
maths_related,tell me something about mathematics calculations
maths_related,what is mathematics
maths_related,how sharp are you in maths
maths_related,can you teach me mathematics
maths_related,do you excel in maths
maths_related,how good is your maths
maths_related,are you good in calculations
maths_related,are you fast in calculating
maths_related,how bright are you in maths
maths_related,can you help me understand mathematics
maths_related,can you teach me maths
maths_related,do you like maths
maths_related,what do you get if you subtract 4 from 8
maths_related,what do you get if you subtract 2 from 4
maths_related,what do you get if you add 222
maths_related,what do you get if you subtract 4 from 1
maths_related,what is the addition of 2 and 2
maths_related,was math your favourite subject in school
maths_related,are you good with maths
maths_related,how good are you with maths
maths_related,was maths your favourite subject in school
maths_related,6 / 3 =
maths_related,5 _ 4 equals
maths_related,2 + 3 equals
maths_related,which is your favourite topic in maths
maths_related,tell to me what is the thing that you like in maths
maths_related,me the first thing that comes in your mind when you read the word maths
maths_related,do you like maths from childhood
maths_related,tell to us something about the maths subject
maths_related,what is the one thing that you like the most in maths subject
maths_related,who invented zero
maths_related,5_0 equals
maths_related,the one thing that you do most like in maths subject
maths_related,what is 2 + 2
maths_related,what is 2 multiplied by 3
maths_related,what is the volume of a cone if the radius is 5 cm
maths_related,whats 2 + 2
maths_related,whats 3 into 3
maths_related,what is 10 / 3
maths_related,what is the square root of 25
maths_related,whats the square of 99
maths_related,whats the cube root of 99
maths_related,whats 99 x 199
maths_related,watch 999 x 199
maths_related,multiply 250 and 350
maths_related,whats 10 + 23
maths_related,what is 2 divided by 2
maths_related,what is 2 - 2
maths_related,what is 2 2
maths_related,square root of 24
maths_related,2 + 2 and 4 + 4
maths_related,derivative of 52
namaskar,badsha is says namaste
namaskar,badsha is says nomoshkar
namaskar,barshah greets namaste
namaskar,bollywood king greets namaste
namaskar,bollywood king is says namaste
namaskar,bollywood king is says nomoshkar
namaskar,khamma ghani
namaskar,king khan greets namaste
namaskar,king khan is saying namaste
namaskar,king khan is saying nomoshkar
namaskar,mr khan greets namaste
namaskar,namashkar
namaskar,namaskar
namaskar,namaste
namaskar,namaste sir
namaskar,namoshkar
namaskar,namoshkara
namaskar,nomoshkar
namaskar,pranam
namaskar,ram ram
namaskar,shahrukh sir greets namaste
namaskar,srk greets nomoshkar
namaskar,namaskar sir
namaskar,namaskar to everyone
namaskar,pranam sir
salaaam_walekum,salaam walekum
salaaam_walekum,walekum
salaaam_walekum,walekum assalam
sastriakal,sastriakal
sastriakal,sastriakal paji
sastriakal,sastrikal
who_is_your_favourite_sports_person,who is your favorite sports person
who_is_your_favourite_sports_person,who is your favorite sportsman
who_is_your_favourite_sports_person,can you tell me your favorite sports person
who_is_your_favourite_sports_person,tell me your favorite sports person
who_is_your_favourite_sports_person,is virat your favorite sports person
who_is_your_favourite_sports_person,is yuvraj your favorite sports person
who_is_your_favourite_sports_person,is pv sindhu your favorite sports person
who_is_your_favourite_sports_person,is sania mirza your favorite sports person
who_is_your_favourite_sports_person,is j j watt your favorite sports person
who_is_your_favourite_sports_person,is abhinav bindra your favorite sports person
who_is_your_favourite_sports_person,is neymar your favorite sports person
who_is_your_favourite_sports_person,simmba who is your favorite sport person
who_is_your_favourite_sports_person,ranveer who is your favorite sport person
who_is_your_favourite_sports_person,favorite sport person
who_is_your_favourite_sports_person,best favorite sports person
who_is_your_favourite_sports_person,who is your favourite sports person
who_is_your_favourite_sports_person,your favourite sports person
who_is_your_favourite_sports_person,I want to know your favourite sport person
who_is_your_favourite_sports_person,tell me your favourite player
sing_song,i want you to sing any song
sing_song,can you sing any song
sing_song,i want to hear your song
sing_song,can i hear any song
sing_song,can you sing songs
sing_song,please sing song
sing_song,please sing any song
sing_song,i want to hear you song nimika
sing_song,i want to hear you song nimica
sing_song,will you sing a song for me
sing_song,come on nimika sing a song
sing_song,come on nimica sing a song
sing_song,sing any song please
sing_song,would you be able to sing a tune
sing_song,i need you to sing any tune
sing_song,would you be able to sing any melody
sing_song,if you dont mind sing a tune
sing_song,i need to hear your tune
sing_song,would i be able to hear any melody
sing_song,would you be able to sing tunes
sing_song,if its not too much trouble sing tune
sing_song,if you dont mind sing any melody
sing_song,i need to hear you tune nimika
social_work,are you involved in any social activities
social_work,can social culture create a good impact on the society
social_work,can social culture impact the society in a good way
social_work,can social culture impact the society in a very good manner
social_work,do you have social wornature
social_work,do you like getting indulge in social activities
social_work,do you like helping people and social health
social_work,do you like to get involved in social activities
social_work,do you prefer doing social work
social_work,do you think everybody should be a social worker
social_work,how can social ati developers
social_work,how can we involve more and more people in social activities
social_work,how does social it affect the society
social_work,how often do you do social work
social_work,is social welfare effective
social_work,is social wormandatory
social_work,is there any social culture in the industry
social_work,should be in those more and more people in the social culture
social_work,should we spread social awareness
social_work,we would like to know whether you love doing social work or not
social_work,what do you feel about social culture
social_work,what do you feel about social service
social_work,what do you feel about social work
social_work,what is the best way of social helping
social_work,what is your opinion on social activity
social_work,what is your opinion on social working
social_work,you like to get in dollars into sociality
social_work,you think you can help people socially
social_work,you would like to know whether you like doing social work or not
user_asks_unrelated_personal_questions,are you in any relationship
user_asks_unrelated_personal_questions,have you completed your education
user_asks_unrelated_personal_questions,how is your relationship going on
user_asks_unrelated_personal_questions,how many breakups have you faced till date
user_asks_unrelated_personal_questions,how many relationship have you had till now
user_asks_unrelated_personal_questions,share with us your political openion
user_asks_unrelated_personal_questions,what do you think about feminism
user_asks_unrelated_personal_questions,what do you think about vegan culture
user_asks_unrelated_personal_questions,what is your daiting strategy
user_asks_unrelated_personal_questions,what is your expectations from your partner
user_asks_unrelated_personal_questions,what is your relationship status
user_asks_unrelated_personal_questions,what is your strength
user_asks_unrelated_personal_questions,what is your weakness
user_asks_unrelated_personal_questions,what kind of gifts do you like to receive
user_asks_unrelated_personal_questions,any interest do you have when it comes to relationship
user_asks_unrelated_personal_questions,what kind of interests do you keep besides of work
user_asks_unrelated_personal_questions,what would be your second career option
user_asks_unrelated_personal_questions,whats your opinion on vegans
user_asks_unrelated_personal_questions,when is your birthday
user_asks_unrelated_personal_questions,who are the top five people who are in touch with you
user_asks_unrelated_personal_questions,whom would you like to date next
user_asks_unrelated_personal_questions,would you like to take next in the industry
user_asks_unrelated_personal_questions,you are a wonderful celebrity
user_flirt,are you trying to flirt with me
user_flirt,are you flirting with me
user_flirt,flirting me
user_flirt,are you trying to hit on me
user_flirt,are you hitting me
user_flirt,hitting on me
user_is_asking_for_advice_for_mutual_funds,can i ask you for an advice
user_is_asking_for_advice_for_mutual_funds,can you give me some advice on mutual funds
user_is_asking_for_advice_for_mutual_funds,can you give me some funds advice
user_is_asking_for_advice_for_mutual_funds,can you give me some mentoring on finance
user_is_asking_for_advice_for_mutual_funds,can you give me some mutual funds advice
user_is_asking_for_advice_for_mutual_funds,can you please advise me with investment
user_is_asking_for_advice_for_mutual_funds,you look like a good advisor can you please advise me for investments
user_is_asking_for_advice_for_mutual_funds,suggest some advice on career
user_is_asking_for_advice_for_mutual_funds,how can i achieve my goals in my career
user_is_asking_for_advice_for_mutual_funds,how to achieve something great and life
user_is_asking_for_advice_for_mutual_funds,how can you advise me on my future aspect
user_is_asking_for_advice_for_mutual_funds,how can you help me for my career
user_is_asking_for_advice_for_mutual_funds,how can you help me with my career advice
user_is_asking_for_advice_for_mutual_funds,how do i overcome my financial weakness
user_is_asking_for_advice_for_mutual_funds,how do i strengthen myself
user_is_asking_for_advice_for_mutual_funds,id like to take advices from you
user_is_asking_for_advice_for_mutual_funds,would you like to advise me with something
what_is_2+2_maths_related,can you count infinity
what_is_2+2_maths_related,can you multiply 50000000000 with 920222205144
what_is_2+2_maths_related,10 percent interest on 100rs
what_is_2+2_maths_related,2*255
what_is_2+2_maths_related,4%3
what_is_2+2_maths_related,45 sqaure is how much
what_is_2+2_maths_related,add 2+3
what_is_2+2_maths_related,add 5 apples and 4 grapes
what_is_2+2_maths_related,addition of 5 and 5
what_is_2+2_maths_related,can 10 divisible by 100
what_is_2+2_maths_related,coordination of 5
what_is_2+2_maths_related,derivate variable x
what_is_2+2_maths_related,divide 0 by 0
what_is_2+2_maths_related,divide 10 from 0
what_is_2+2_maths_related,divide 3 by 6
what_is_2+2_maths_related,duplicate 4 and 5
what_is_2+2_maths_related,expansion of 5 and 5
what_is_2+2_maths_related,increase of 2*3
what_is_2+2_maths_related,integration of 5
what_is_2+2_maths_related,multiplication of 2*3
what_is_2+2_maths_related,multiply 2 and 3
what_is_2+2_maths_related,multiply 4 and 5
what_is_2+2_maths_related,partition 0 by 0
what_is_2+2_maths_related,partition 10 from 0
what_is_2+2_maths_related,square root of 5
what_is_2+2_maths_related,subtract 2 from 3
what_is_2+2_maths_related,what is 2+3
what_is_2+2_maths_related,what is sum of first 10 integer
what_is_2+2_maths_related,what is 2/7
what_is_2+2_maths_related,2 + 2 gives
what_is_2+2_maths_related,add 2 + 2
what_is_2+2_maths_related,did you have interest in maths
what_is_2+2_maths_related,do you have knowledge about number systems
what_is_2+2_maths_related,do you know addition
what_is_2+2_maths_related,do you know division
what_is_2+2_maths_related,do you know maths
what_is_2+2_maths_related,do you know multiplication
what_is_2+2_maths_related,what is 2 or 7
what_is_2+2_maths_related,what is 6 + 2
what_is_2+2_maths_related,what is hundred divided by 15
what_is_2+2_maths_related,do you think that this movie would cross hundred crores in box office
what_is_2+2_maths_related,what is 3 - 2
what_is_2+2_maths_related,what is 5 2
what_is_your_name,can i know your name please
what_is_your_name,can you brief me about me about yourself
what_is_your_name,can you tell your name
what_is_your_name,come on tell me your name
what_is_your_name,do you have any name
what_is_your_name,give me some information about you
what_is_your_name,good name of you
what_is_your_name,hello what is your good name
what_is_your_name,hello what is your name
what_is_your_name,hey what is your name
what_is_your_name,hii name please
what_is_your_name,may i know you
what_is_your_name,may i know your great name please
what_is_your_name,may i know your name
what_is_your_name,name please
what_is_your_name,please disclose to me your name
what_is_your_name,please tell me about yourself
what_is_your_name,please tell me your name
what_is_your_name,talk about yourself
what_is_your_name,tell me more about yourself
what_is_your_name,tell me something about you
what_is_your_name,tell me something about yourself
what_is_your_name,tell me your name
what_is_your_name,tell me your real name
what_is_your_name,tell your full name
what_is_your_name,what is your full name
what_is_your_name,what is your genuine name
what_is_your_name,what is your name
what_is_your_name,what is your real name
what_is_your_name,whats your name
what_is_your_name,who are you
what_is_your_name,would i be able to know your name please
what_is_your_name,would you be able to talk something you
what_is_your_name,your first name
what_is_your_name,your good name
what_is_your_name,your name
what_is_your_name,your name please
what_is_your_phone_number,can i get a personal assistant phone number
what_is_your_phone_number,can i get your phone number
what_is_your_phone_number,can you give me your cell number
what_is_your_phone_number,can you give me your phone number
what_is_your_phone_number,can you please share your phone number
what_is_your_phone_number,can you tell me your phone number
what_is_your_phone_number,could you please give me your cell number
what_is_your_phone_number,could you please tell me your cell number
what_is_your_phone_number,could you please tell me your personal number
what_is_your_phone_number,give me your phone number
what_is_your_phone_number,i want to get a phone number
what_is_your_phone_number,i want to know your phone number
what_is_your_phone_number,if i want to get your phone number what should i do
what_is_your_phone_number,please tell me your mobile number
what_is_your_phone_number,tell me your phone number
what_is_your_phone_number,what can i do to get your phone number
what_is_your_phone_number,what is your contact number
what_is_your_phone_number,what is your mobile number
what_is_your_phone_number,what is your phone number
what_is_your_phone_number,who can give me your phone number
what_is_your_phone_number,will you ever give me your phone number
what_is_your_phone_number,will your personal assistant give me your phone number
where_are_you_right_now,tell your location you are right now
where_are_you_right_now,share your exact location you are right now
where_are_you_right_now,tell me your position you are currently there
where_are_you_right_now,where are you presently
where_are_you_right_now,tell your present location where you are currently
where_are_you_right_now,share your exact location you are currently present
where_are_you_right_now,tell me your position where you are at this moment
where_are_you_right_now,where are you at this moment
where_are_you_right_now,tell your present location where you are at this moment
where_are_you_right_now,tell me where are you at this moment
where_are_you_right_now,share your exact location you are present at this moment
where_are_you_right_now,hey tellme where are you
where_are_you_right_now,tell your location
where_are_you_right_now,share your exact location
where_are_you_right_now,share your exact location you are
where_are_you_right_now,whats your location
where_are_you_right_now,where are you right now
where_are_you_right_now,where areyou now
where_are_you_right_now,tell me your location
where_are_you_right_now,let me know your location
where_are_you_right_now,where can i find you now
where_are_you_right_now,where are you at the present time
where_are_you_right_now,reveal to me your area
where_are_you_right_now,tell me your area
where_are_you_right_now,where would i be able to discover you now
where_are_you_right_now,hi where are you now
where_do_you_live,what city do you belong to
where_do_you_live,what is your origin
where_do_you_live,where you belong to
where_do_you_live,where you stay
where_do_you_live,what is name of the location where you live
where_do_you_live,please give the name of the locality where you live
where_do_you_live,where is your homeland
where_do_you_live,where is your hometown
where_do_you_live,what is name of the location where you stay
where_do_you_live,what is name of the location where you belong to
where_do_you_live,what is your place of origin
where_do_you_live,please provide your nearby landmark
where_do_you_live,what place you belong to
where_do_you_live,what is name of the place you live
where_do_you_live,what is the location of your hometown
where_do_you_live,what is name of the location of your hometown
where_do_you_live,what is the location of your place of origin
where_do_you_live,what is location of the place you live
where_do_you_live,please provide the location of your place of origin
where_do_you_live,what is the landmark of your place of origin
where_do_you_live,where is your houseland
where_do_you_live,where is your housetown
where_do_you_live,what is the location of your housetown
where_do_you_live,what is name of the location of your housetown
where_do_you_live,where is your housingland
where_do_you_live,where is your housingtown
where_do_you_live,what is the location of your housingtown
where_do_you_live,what is name of the location of your housingtown
where_do_you_live,where is your my homeland
where_do_you_live,where is your my hometown
where_do_you_live,what is the location of your my hometown
where_do_you_live,what is name of the location of your my hometown
where_do_you_live,where is your my houseland
where_do_you_live,where is your my housetown
where_do_you_live,what is the location of your my housetown
where_do_you_live,what is name of the location of your my housetown
where_do_you_live,where do you stay
where_do_you_live,what do you stay
where_do_you_live,where do you live
where_do_you_live,tel me about your home location
where_do_you_live,tell me about your shelter
where_do_you_live,where can i find your home location
where_do_you_live,where do you remain
where_do_you_live,tel me about your home area
where_do_you_live,inform me regarding your asylum
where_do_you_live,where would i be able to locate your home area
where_do_you_live,where is your house
where_do_you_live,where are you from
where_do_you_live,may i know where are you from
who_will_win_the_next_elections,who will be the winner of next elections
who_will_win_the_next_elections,which party would be winning the next elections
who_will_win_the_next_elections,which party would be the winner of 2019 elections
who_will_win_the_next_elections,which party would be the campion in next elections
who_will_win_the_next_elections,which party would have majority votes in upcoming elections
who_will_win_the_next_elections,tell me the name of party who will standout in the upcoming elections
who_will_win_the_next_elections,which party will be the number one in next elections
who_will_win_the_next_elections,which party do you think will have the major voters support in the next elections
who_will_win_the_next_elections,according to you who will win the next year elections
who_will_win_the_next_elections,which political party would be able to gain maximum votes in next elections
who_will_win_the_next_elections,who is going to win next elections
who_will_win_the_next_elections,which party is going to be the winning party in next elections
who_will_win_the_next_elections,help me out with who would win the next election
who_will_win_the_next_elections,what do you think who will win next election
who_will_win_the_next_elections,who will be the winner of next election
who_will_win_the_next_elections,can you tell me that who will be the next winner of election
